source_result_filename,line_number,B,x,pte_solution_id,bit_length_p,p,LP_congruence_ok,LP_minus_omega,LP_plus_omega,LP_minus_lpf,LP_plus_lpf,smooth_ok
size-6_16_1099511627776_to_2199023255552.txt,454,65536,1272272737125,10,214,17783041972874697204337053273086449549916956993087243909481643551,False,21,12,65393,25321,True
size-6_16_1099511627776_to_2199023255552.txt,457,65536,1684661804016,34,208,253073554790738166004400608105507446818869264107795244758167071,False,23,10,57713,49801,True
size-6_16_1099511627776_to_2199023255552.txt,472,65536,1976786845773,51,220,1397800231015376592025173977889949721635863859895047471793954619391,False,25,10,43003,58153,True
size-6_16_1099511627776_to_2199023255552.txt,494,65536,1633229615451,31,216,79580782652546985837723448175902051648737014794544411144043153407,False,20,12,39499,42373,True
size-6_16_1099511627776_to_2199023255552.txt,496,65536,2148691860855,61,233,13668231819904839447586971505308605404977100667450710862999431127675911,False,26,12,64109,19387,True
size-6_16_1099511627776_to_2199023255552.txt,520,65536,1633306139431,31,231,2636774990352874774501065899931345107933105067041836246144989313603207,False,25,11,30013,48539,True
size-6_16_1099511627776_to_2199023255552.txt,559,65536,1959863123319,50,210,1539645817899380219603079459034085246793743802691182789298227199,False,21,11,59779,63179,True
size-6_16_1099511627776_to_2199023255552.txt,577,65536,1530380754880,25,223,9103500197923148460333091951165103677022159427680405215135824976801,False,24,11,57163,49939,True
size-6_16_1099511627776_to_2199023255552.txt,594,65536,1341375159344,14,210,947600143421256759400791166408519978846876223726979737135145799,False,23,12,22277,46643,True
size-6_16_1099511627776_to_2199023255552.txt,626,65536,1771035946255,39,208,341613201798521796317433639231382047820585163715732592073095297,False,20,11,48397,57809,True
size-6_16_1099511627776_to_2199023255552.txt,631,65536,1513293846592,24,218,281336221250217205740062531002951541374571642790615344733756657377,False,23,12,46727,9319,True
size-6_16_1099511627776_to_2199023255552.txt,643,65536,1925723707168,48,227,144555721332757099769322069524806598488255489301217858468582004145377,False,22,10,60017,24979,True
size-6_16_1099511627776_to_2199023255552.txt,652,65536,1272773587436,10,206,54581652723271918814093516582854729631175953064354022602335111,False,19,11,56891,11003,True
size-6_16_1099511627776_to_2199023255552.txt,701,65536,1461946750550,21,210,862306691616433367145914395664369084585656801771951377672868721,False,23,11,63241,14489,True
size-6_16_1099511627776_to_2199023255552.txt,764,65536,1376159244015,16,207,184534906500842287073256408495339218377669823476810890057326897,False,21,11,63929,26729,True
size-6_16_1099511627776_to_2199023255552.txt,766,65536,1874476365960,45,232,6024864970181031114437161578808678592446638234573087523626226644075007,False,23,12,52291,9677,True
size-6_16_1099511627776_to_2199023255552.txt,801,65536,1719948751801,36,227,133167050169952328302118882821598587833991805717509614178329200886559,False,16,21,22153,56269,True
size-6_16_1099511627776_to_2199023255552.txt,824,65536,1857461298535,44,210,1115796567210115199170015100205623989648809910357922362960384199,False,22,13,52951,25657,True
size-6_16_1099511627776_to_2199023255552.txt,858,65536,1307671342653,12,229,694479038217785292511303689779964254861613932879921846336889583441681,False,23,11,61583,57791,True
size-6_16_1099511627776_to_2199023255552.txt,884,65536,2166938636261,62,219,434114613812185646005660635376354912674035945007977640179622972191,False,22,10,58049,35617,True
size-6_16_1099511627776_to_2199023255552.txt,921,65536,1204693284080,6,212,5190322848326786475163166384987559262595581193841318224793900049,False,20,11,56543,33151,True
size-6_16_1099511627776_to_2199023255552.txt,926,65536,1153104749552,3,222,6663217494274927742532803529074414089740924706024620295798545438449,False,22,13,55333,5273,True
size-6_16_1099511627776_to_2199023255552.txt,1036,65536,1222155359896,7,221,2361402032439706048824123906339246094675232399972887075612566644999,False,22,11,63493,19973,True
size-6_16_1099511627776_to_2199023255552.txt,1050,65536,1772137065464,39,210,841492470092649496296787251299806256215521631885108222241488801,False,21,9,53299,17317,True
size-6_16_1099511627776_to_2199023255552.txt,1058,65536,1205036845614,6,212,5706162914025980100791769858892563420632040675218988642111772447,False,21,11,46591,36307,True
size-6_16_1099511627776_to_2199023255552.txt,1070,65536,1290950584448,11,223,13119857993968858028174346673225335729089447642685758481209141093761,False,24,10,32099,55849,True
size-6_16_1099511627776_to_2199023255552.txt,1134,65536,1548967658810,26,208,212721281077334084725245250620548053994131279234715274487651697,False,21,13,58687,36607,True
size-6_16_1099511627776_to_2199023255552.txt,1156,65536,1325601903503,13,207,147416159549477336570916913141286246645211094753643144894136449,False,20,14,43319,15859,True
size-6_16_1099511627776_to_2199023255552.txt,1157,65536,1858350065325,44,217,172699027162966233343673908281351109439033801318684701605414677041,False,24,11,40037,33343,True
size-6_16_1099511627776_to_2199023255552.txt,1182,65536,2150583327648,61,228,280420055710188674022191896113960135302730315223572781490668862114401,False,24,12,41959,14897,True
size-6_16_1099511627776_to_2199023255552.txt,1214,65536,1136670101008,2,206,100203787073399544043240108632755018069166058732600152712811249,False,19,12,46273,5807,True
size-6_16_1099511627776_to_2199023255552.txt,1246,65536,1721099083211,36,219,608865396711053777351879023595871123674503268898964685951783945441,False,22,11,61043,37181,True
size-6_16_1099511627776_to_2199023255552.txt,1268,65536,1257126699388,9,223,11187826553315319323161551029430799112941756638277211254760190889087,False,23,11,52103,58451,True
size-6_16_1099511627776_to_2199023255552.txt,1307,65536,1102514985220,0,205,27660743228128947223069447752269384220691117429183105026124999,False,22,10,20101,57781,True
size-6_16_1099511627776_to_2199023255552.txt,1314,65536,1480634797369,22,214,19634955448833111526893139896709203195319316067781528649837910817,False,23,10,34033,16493,True
size-6_16_1099511627776_to_2199023255552.txt,1346,65536,1136970843242,2,205,33270000313660119734091093522535349732973608454498602487781249,False,21,9,49921,40189,True
size-6_16_1099511627776_to_2199023255552.txt,1348,65536,2047900180123,55,218,309298228596848316140181095505504879503848753449665612290092700799,False,22,14,35449,16097,True
size-6_16_1099511627776_to_2199023255552.txt,1351,65536,1979163311955,51,233,8347516654882521267424203303077510765090246183785086718599272220319121,False,25,12,50581,64403,True
size-6_16_1099511627776_to_2199023255552.txt,1372,65536,1755793552425,38,219,686320154356766353098577858210202499859522172234386738257408993121,False,23,12,32569,50773,True
size-6_16_1099511627776_to_2199023255552.txt,1384,65536,2013619147867,53,214,16547344240466178748481046417761793954839829523223372549219184391,False,24,9,62581,49627,True
size-6_16_1099511627776_to_2199023255552.txt,1403,65536,1652753590495,32,208,225641534971946735274491195087148171431863009905478986158692049,False,20,13,63589,3557,True
size-6_16_1099511627776_to_2199023255552.txt,1449,65536,1446633760040,20,218,214702760888092734747987642926981375428886037956481589866271999999,False,22,11,62383,16231,True
size-6_16_1099511627776_to_2199023255552.txt,1534,65536,1842179914240,43,216,66363257231215296630953720673681154210819419267822215297955576577,False,21,11,65183,54311,True
size-6_16_1099511627776_to_2199023255552.txt,1543,65536,1876562216325,45,213,10840320294517863647589626670200591883569754575692689293507672191,False,24,9,57881,34583,True
size-6_16_1099511627776_to_2199023255552.txt,1550,65536,1481227739415,22,230,1466893294384233556743635886751592392056861369486398220295808631840199,False,22,12,52223,35129,True
size-6_16_1099511627776_to_2199023255552.txt,1574,65536,1550112757768,26,231,1926847071464706027133681592213584845181564707764485477556614029508607,False,22,11,61927,24917,True
size-6_16_1099511627776_to_2199023255552.txt,1648,65536,1876846044645,45,209,673176172853938870491926553337102797792176139480690456508192199,False,22,12,64579,64109,True
size-6_16_1099511627776_to_2199023255552.txt,1652,65536,2065925393372,56,228,220373427537233643263099095967651666446030909256134473058653823222271,False,23,11,57143,55057,True
size-6_16_1099511627776_to_2199023255552.txt,1664,65536,1773768816215,39,216,52883176074438384532658042677464128915323272468470813195121242887,False,24,10,27767,18691,True
size-6_16_1099511627776_to_2199023255552.txt,1719,65536,1241023643395,8,229,507396931933895583791448715785436181018380774539742577925330072796417,False,22,12,61967,61729,True
size-6_16_1099511627776_to_2199023255552.txt,1767,65536,1791295257715,40,219,773907597294230452908205480120645661214392695563922883790164160799,False,22,14,44983,26633,True
size-6_16_1099511627776_to_2199023255552.txt,1805,65536,1464806107882,21,223,6999907246673492992531689779218682125177358011811671138521133015777,False,23,11,62141,35407,True
size-6_16_1099511627776_to_2199023255552.txt,1808,65536,2186687989957,63,226,77469784904734026944730847400188059032052132418452434806125140133617,False,20,12,34211,49391,True
size-6_16_1099511627776_to_2199023255552.txt,1819,65536,1464838212530,21,214,18411118505657463788103996671634812922678204916467695171371349041,False,20,11,63397,12457,True
size-6_16_1099511627776_to_2199023255552.txt,1828,65536,1275714046760,10,206,55342628416473547851256920680865059782836290615388093211411249,False,23,11,10631,52733,True
size-6_16_1099511627776_to_2199023255552.txt,1874,65536,1533707893201,25,231,1807687769090246299160580518220174709543310615885715854096890271616799,False,23,11,62011,39019,True
size-6_16_1099511627776_to_2199023255552.txt,1875,65536,1310234921905,12,213,9428383361626315135773089114170689453135061397699152346874902791,False,23,12,42577,16091,True
size-6_16_1099511627776_to_2199023255552.txt,1883,65536,1825937538997,42,224,26261947921638794224677865621040660486796164502176869546760024764487,False,21,12,37277,24229,True
size-6_16_1099511627776_to_2199023255552.txt,1985,65536,1310486524032,12,222,3589275449799066852730137469795401198709011391316459378082239851457,False,20,13,53323,15359,True
size-6_16_1099511627776_to_2199023255552.txt,2023,65536,1344943829470,14,207,160801930789943162639612584800316377426744501947283448321998001,False,24,10,59971,46687,True
size-6_16_1099511627776_to_2199023255552.txt,2051,65536,1430957445431,19,230,1192416057025758953693424957508849810566433547180879267532530072918407,False,24,12,57737,10243,True
size-6_16_1099511627776_to_2199023255552.txt,2055,65536,1602871314135,29,225,48068809150326020687115416611751805011368578165644983129409671569377,False,23,11,63247,47287,True
size-6_16_1099511627776_to_2199023255552.txt,2060,65536,1946723488656,49,225,38568881647798581492059087057742873973523935989482707908080785553857,False,22,11,59971,57389,True
size-6_16_1099511627776_to_2199023255552.txt,2086,65536,1826474429360,42,217,155670494984224629265451112838668424796104939443143384687935939711,False,22,10,38011,28697,True
size-6_16_1099511627776_to_2199023255552.txt,2097,65536,1345134562981,14,210,1470478568803947887260420913582465519858659811767200907628059271,False,20,11,55933,35951,True
size-6_16_1099511627776_to_2199023255552.txt,2120,65536,1121626088190,1,207,175857559962125490027646071416179576428138673487565784233679999,False,21,11,33223,22861,True
size-6_16_1099511627776_to_2199023255552.txt,2146,65536,1190556622216,5,212,4835437424171742827356546110389045505612096709287310246278745631,False,22,10,59443,47017,True
size-6_16_1099511627776_to_2199023255552.txt,2150,65536,2101713645355,58,214,21394668962535661832078462051758543838192289689816494598629744049,False,21,11,55441,50291,True
size-6_16_1099511627776_to_2199023255552.txt,2178,65536,1482870393410,22,207,136508257155409104469758079339971387806573425779922779091584199,False,21,10,62873,64717,True
size-6_16_1099511627776_to_2199023255552.txt,2190,65536,1259440243453,9,229,554284714089568796039004333025630355679240460836029199495401351999441,False,23,13,53693,54133,True
size-6_16_1099511627776_to_2199023255552.txt,2259,65536,1534712300318,25,225,37036783839057006258840438849875442062691446180276251012543145787137,False,24,12,15959,27983,True
size-6_16_1099511627776_to_2199023255552.txt,2311,65536,1655161413250,32,224,14569798671289459638855194874278657022260613689946288320929631703551,False,21,11,64187,59029,True
size-6_16_1099511627776_to_2199023255552.txt,2312,65536,1998991914773,52,218,267541373827514951826126888418668048376870356683411981778557680199,False,22,12,52627,27763,True
size-6_16_1099511627776_to_2199023255552.txt,2342,65536,1672470863280,33,215,40784352561528493646521417602120291587381832533243674989447652241,False,21,10,55049,46073,True
size-6_16_1099511627776_to_2199023255552.txt,2368,65536,2153873564815,61,228,283004056009995577389891096664039714120252068495910428507392189964799,False,23,13,34267,41413,True
size-6_16_1099511627776_to_2199023255552.txt,2380,65536,1775692458720,39,224,22213548161925738831728845809998796683872970579462452232064009608497,False,24,11,36469,30593,True
size-6_16_1099511627776_to_2199023255552.txt,2399,65536,1380260746816,16,208,321250890668219836823318518693586151490848590053747674558387521,False,19,11,60539,15263,True
size-6_16_1099511627776_to_2199023255552.txt,2403,65536,1259925413530,9,207,108676437837118464971014848485077909718039459374480898759652127,False,22,10,51131,64037,True
size-6_16_1099511627776_to_2199023255552.txt,2435,65536,1242748066340,8,216,86294800599755349533290329923894748886677745232937515899453332607,False,20,10,31957,55439,True
size-6_16_1099511627776_to_2199023255552.txt,2440,65536,1431925172691,19,215,36144870309441078751992494220781266933681506337451449142918698049,False,21,12,45767,24917,True
size-6_16_1099511627776_to_2199023255552.txt,2446,65536,1758672533848,38,232,4109390283368714725462316007817675589055308897335314252999475221051847,False,24,11,42491,63929,True
size-6_16_1099511627776_to_2199023255552.txt,2450,65536,1156785418767,3,223,12325954881977345155437226458147157875468191880440420417016755114233,False,18,21,36523,57527,True
size-6_16_1099511627776_to_2199023255552.txt,2453,65536,1208475502003,6,229,432608062305880911581801572969440568796646332064419099695731681588401,False,26,10,11617,37783,True
size-6_16_1099511627776_to_2199023255552.txt,2584,65536,1208782076845,6,213,13080152243496002164437207433112694585317532870025275486692469937,False,21,10,63499,38557,True
size-6_16_1099511627776_to_2199023255552.txt,2596,65536,1982532632965,51,214,15072537586966942670950727525069311632682896057011802452512522367,False,21,11,40591,48787,True
size-6_16_1099511627776_to_2199023255552.txt,2601,65536,1604284318413,29,218,399368754056424114799190512507655721011833894235013270690421803007,False,24,9,47797,59957,True
size-6_16_1099511627776_to_2199023255552.txt,2650,65536,1913916704986,47,209,631070609798211337097086291220397060698372243083050385029548831,False,23,10,47779,28753,True
size-6_16_1099511627776_to_2199023255552.txt,2720,65536,1690598358850,34,226,66178067630181337892182630102750679930780222902561471402015826350591,False,24,11,42557,44269,True
size-6_16_1099511627776_to_2199023255552.txt,2799,65536,1295170171711,11,229,655584243186625219391267212467719533293582691652400885540725828217631,False,25,11,35153,29927,True
size-6_16_1099511627776_to_2199023255552.txt,2801,65536,1157576421657,3,216,56361700292373581032153014579553474106419742036633954065339003121,False,24,11,53087,26699,True
size-6_16_1099511627776_to_2199023255552.txt,2820,65536,1518862567152,24,218,287605327588231980655488881850598290885274556780890339980413766449,False,23,13,25867,21557,True
size-6_16_1099511627776_to_2199023255552.txt,2828,65536,1450141359730,20,222,6589818724946325303896996968041646854234484221825484744188280994311,False,24,12,58057,17471,True
size-6_16_1099511627776_to_2199023255552.txt,2854,65536,1123309288645,1,220,1423664096418629514565715554740554189563837565026277058386453059057,False,23,12,18553,39439,True
size-6_16_1099511627776_to_2199023255552.txt,2861,65536,1312582549128,12,229,710276194976573757542601113278584202064548765503631502439452677181951,False,24,12,23669,48991,True
size-6_16_1099511627776_to_2199023255552.txt,2872,65536,1106210882304,0,207,161845261771957011687354252657020382653324657832092205084035201,False,20,11,52259,58439,True
size-6_16_1099511627776_to_2199023255552.txt,2888,65536,1278263127798,10,208,385295556281192415958653930189395378545779075950083888221965761,False,22,10,53173,62723,True
size-6_16_1099511627776_to_2199023255552.txt,2931,65536,1123504329802,1,222,5700591570151868080038624266030866961161186185040776039192288144199,False,24,13,52529,63703,True
size-6_16_1099511627776_to_2199023255552.txt,2939,65536,1708306667000,35,209,675245025667055127107759094000101980788761894498322973183735201,False,21,9,51721,37223,True
size-6_16_1099511627776_to_2199023255552.txt,2948,65536,1364325726243,15,230,895727513016723123918564855655521105268773667955464968569648131989217,False,25,12,36551,40429,True
size-6_16_1099511627776_to_2199023255552.txt,2963,65536,1570822352136,27,223,10645691262943962057708178956304469904890386795449035234900043557407,False,24,9,41911,61547,True
size-6_16_1099511627776_to_2199023255552.txt,2984,65536,1106488076808,0,222,5201778487420479571229141059066145568137349039903740988552022909441,False,25,11,37783,40099,True
size-6_16_1099511627776_to_2199023255552.txt,3063,65536,1399116158363,17,230,1041813875233734317841923086858792397247535745084685214029507219738481,False,25,12,28403,41777,True
size-6_16_1099511627776_to_2199023255552.txt,3069,65536,1227078452018,7,207,158603035675169895595458171237659825096599855817228198028701857,False,21,13,29399,62047,True
size-6_16_1099511627776_to_2199023255552.txt,3082,65536,1639864396375,31,208,215287101527936001552483909939072792342302416901746193396393351,False,23,9,34949,40879,True
size-6_16_1099511627776_to_2199023255552.txt,3165,65536,1295995817572,11,223,13430526045964298282102638297462809549597835840549556607683299687111,False,25,9,43093,39313,True
size-6_16_1099511627776_to_2199023255552.txt,3230,65536,1193061872226,5,221,2043568655708862397848906835578994459540894365812732502716789735711,False,22,12,57389,35531,True
size-6_16_1099511627776_to_2199023255552.txt,3231,65536,1588611240513,28,218,376523285892104798229410671321686848672549111645561078124359838817,False,22,13,42019,23977,True
size-6_16_1099511627776_to_2199023255552.txt,3278,65536,1296260173010,11,221,3361742917743319114789259788574698438013982629280155447801082308807,False,21,13,54601,4987,True
size-6_16_1099511627776_to_2199023255552.txt,3300,65536,1691973619961,34,231,3258584811049910448806117960650408865820704405608319051089972778879431,False,25,11,54367,54121,True
size-6_16_1099511627776_to_2199023255552.txt,3351,65536,2018834512821,53,218,283876244372266222300666652169236827109338653438679361648257415431,False,21,10,46511,56479,True
size-6_16_1099511627776_to_2199023255552.txt,3356,65536,2018852290323,53,212,5979979562217981687723691976319462857627947114729912961832187201,False,20,11,48539,26293,True
size-6_16_1099511627776_to_2199023255552.txt,3366,65536,1795346068827,40,219,784467767201831290884834471991369389246629487505486749968128124999,False,21,13,34211,39199,True
size-6_16_1099511627776_to_2199023255552.txt,3376,65536,1984508395767,51,209,676220033974329328791275504435119806513621153680948835323302087,False,24,10,60607,54581,True
size-6_16_1099511627776_to_2199023255552.txt,3417,65536,1692281546098,34,208,301561203577315698766791251656039293987104671840382391717026311,False,23,10,26927,51287,True
size-6_16_1099511627776_to_2199023255552.txt,3432,65536,1279539737086,10,213,7451747042411650054169625969690435120350677779417904323105391057,False,24,11,65029,10909,True
size-6_16_1099511627776_to_2199023255552.txt,3514,65536,1228157135715,7,229,476640694592708651592389784473553523735437314922786787771750094118049,False,24,11,22193,61469,True
size-6_16_1099511627776_to_2199023255552.txt,3562,65536,1176607705250,4,205,34066685802908758524478590588967188107531911424961186694326151,False,23,9,46457,53549,True
size-6_16_1099511627776_to_2199023255552.txt,3572,65536,1434629976920,19,224,24712167056343179582316110679069502985749371015089382628411064059057,False,23,10,56171,31963,True
size-6_16_1099511627776_to_2199023255552.txt,3579,65536,1709909552455,35,215,42439891831220851316890181502242442233200087835148139444815306049,False,21,13,64997,59093,True
size-6_16_1099511627776_to_2199023255552.txt,3605,65536,1365884917618,15,206,83372805013197582068148090130600544951600519886843969791073799,False,23,13,17929,50923,True
size-6_16_1099511627776_to_2199023255552.txt,3667,65536,1813327486976,41,213,8825143508541270335120406071035786420868489040676981177210684417,False,19,12,61223,41611,True
size-6_16_1099511627776_to_2199023255552.txt,3713,65536,1366114790117,15,210,1613568722579672558610819310642115960672056220360363388120677191,False,24,9,53149,35837,True
size-6_16_1099511627776_to_2199023255552.txt,3717,65536,1538218263303,25,225,37547342492611990695392541249119045295145123727459426777936984082049,False,23,13,62011,31873,True
size-6_16_1099511627776_to_2199023255552.txt,3758,65536,1194276997485,5,213,12166205086393392763174977929974598917739574325640199697829202961,False,22,11,64747,16987,True
size-6_16_1099511627776_to_2199023255552.txt,3767,65536,1194299168905,5,216,67977444449402543685753129452937908099369112109879126814099757121,False,23,13,63853,24197,True
size-6_16_1099511627776_to_2199023255552.txt,3792,65536,1882422737448,45,211,2067190386503925172396213701915868941001070872078950286682812337,False,22,10,44839,53129,True
size-6_16_1099511627776_to_2199023255552.txt,3846,65536,1486973454991,22,230,1501366764466147600581773326634400383496810308752665757890980578445311,False,25,12,28793,10739,True
size-6_16_1099511627776_to_2199023255552.txt,3856,65536,1469894441080,21,230,1400826627352529795163370064330510533701923837832685228652246138158471,False,24,12,56437,12113,True
size-6_16_1099511627776_to_2199023255552.txt,3868,65536,1504283678145,23,211,3156817968041379534832004761264680896594743776367528297222116497,False,21,12,45979,62971,True
size-6_16_1099511627776_to_2199023255552.txt,3870,65536,1280681746465,10,213,8222228214673640843552548140275357496334540791726411002928327199,False,21,12,61559,15797,True
size-6_16_1099511627776_to_2199023255552.txt,3918,65536,1229208040032,7,210,856281696941644185440888212556634815876951539395602304890982911,False,22,10,41983,37571,True
size-6_16_1099511627776_to_2199023255552.txt,3922,65536,1366757732736,15,213,11068395658469294399454841674746746379054762421395884659404540737,False,21,11,22067,40429,True
size-6_16_1099511627776_to_2199023255552.txt,3928,65536,1435626831242,19,222,6203843465858148735417518822797048846348748150040328100170450423121,False,22,13,40591,20809,True
size-6_16_1099511627776_to_2199023255552.txt,3986,65536,1642275569506,31,224,13902331063349771539636090111446510410340306613951090389216819156767,False,21,11,45131,59447,True
size-6_16_1099511627776_to_2199023255552.txt,4014,65536,2089526389903,57,233,11559915684941197323597822489088867402444686896809801542255196126021631,False,22,13,43591,25171,True
